name,direction,latitude,longitude,atco,locality,indicator
"Chinnor, Glimbers Green (o/s)",SW,51.6982,-0.91549,340001642OUT,Chinnor,o/s
"Chinnor, The Red Lion (o/s)",SE,51.70591,-0.90808,340001643DCL,Chinnor,o/s
"Chinnor, Glynswood (adj)",SW,51.70001,-0.91119,340001643GLY,Chinnor,adj
"Chinnor, The Red Lion (opp)",NW,51.70569,-0.90798,340001643OPD,Chinnor,opp
"Chinnor, Glynswood (opp)",NE,51.69995,-0.91162,340001643OPP,Chinnor,opp
"Thame, Museum (opp)",NW,51.74928,-0.98181,340001656OPP,Thame,opp
"Thame, Museum (o/s)",SE,51.7491,-0.98099,340001656OUT,Thame,o/s
"Thame, Cuttle Brook (SW-bound)",SW,51.7494,-0.98527,340001657OPP,Thame,SW-bound
"Thame, Cuttle Brook (NE-bound)",NE,51.74941,-0.98549,340001657OUT,Thame,NE-bound
"Emmington, Waterlands Farm (entrance)",SE,51.7234,-0.94086,340001660WFM,Emmington,entrance
"Emmington, Waterlands Farm (opp)",NW,51.72329,-0.94087,340001660WFO,Emmington,opp
"Chinnor, Thame Road Shops (opp)",NW,51.70488,-0.91366,340001662NOR,Chinnor,opp
"Chinnor, Thame Road Shops (o/s)",SE,51.705,-0.91376,340001662SOU,Chinnor,o/s
"Aston Rowant, Village Turn (adj)",NE,51.68095,-0.94974,340003259CNR,Aston Rowant,adj
"Aston Rowant, Village Turn (opp)",SW,51.68106,-0.94924,340003259OPP,Aston Rowant,opp
"Aston Rowant, Aston Hill Bottom (SE-bound)",SE,51.67601,-0.95206,340003260SE,Aston Rowant,SE-bound
"West Wycombe, Village Hall (adj)",W,51.644637,-0.800231,040000002897,West Wycombe,adj
"Thame, Howland Road (N-bound)",N,51.74027,-0.95815,340001255HRN,Thame,N-bound
"Thame, Howland Road (S-bound)",S,51.7402,-0.958,340001255HRS,Thame,S-bound
"Thame, Churchill Crescent (adj)",E,51.74629,-0.96334,340001704CHU,Thame,adj
"Thame, Churchill Crescent (opp)",W,51.74617,-0.9635,340001704OPP,Thame,opp
"High Wycombe, High Wycombe BusStn (Bay 10)",,51.631342,-0.756442,040000002960,High Wycombe,Bay 10
"Princes Risborough, Summerleys Road (Northbound)",NW,51.719777,-0.842789,040000002993,Princes Risborough,Northbound
"Princes Risborough, Summerleys Road (Southbound)",S,51.719767,-0.842673,040000002994,Princes Risborough,Southbound
"Princes Risborough, Park Mill (opp)",NW,51.72373,-0.847002,040000002995,Princes Risborough,opp
"Princes Risborough, Park Mill (adj)",SE,51.723836,-0.846898,040000002996,Princes Risborough,adj
"Downley, Littleworth Road (o/s 44)",SW,51.646217,-0.770401,040000003282,Downley,o/s 44
"Downley, Commonside (adj)",E,51.649098,-0.770714,040000003284,Downley,adj
"Downley, Memorial Hall (adj)",E,51.649093,-0.774515,040000003286,Downley,adj
"Downley, Grays Lane (adj)",NE,51.645919,-0.778012,040000003301,Downley,adj
"Downley, Taylors Turn (adj)",NE,51.64792,-0.776758,040000003303,Downley,adj
"Bledlow Ridge, Old Post Office (Opp)",SE,51.671163,-0.846876,040000003576,Bledlow Ridge,Opp
"Bledlow Ridge, Old Post Office (adj)",NW,51.671019,-0.846866,040000003577,Bledlow Ridge,adj
"Bledlow Ridge, Ford's Close (adj)",SE,51.673696,-0.849343,040000003578,Bledlow Ridge,adj
"Bledlow Ridge, Ford's Close (Opp)",NW,51.67387,-0.849743,040000003579,Bledlow Ridge,Opp
"Bledlow Ridge, The Boot (o/s)",SE,51.676359,-0.853224,040000003580,Bledlow Ridge,o/s
"Bledlow Ridge, The Boot (Opp)",NW,51.676269,-0.853241,040000003581,Bledlow Ridge,Opp
"Bledlow Ridge, Chapel Lane (adj)",SE,51.679137,-0.857825,040000003582,Bledlow Ridge,adj
"Bledlow Ridge, Chapel Lane (Opp)",NW,51.679148,-0.858013,040000003583,Bledlow Ridge,Opp
"Bledlow Ridge, Rout's Green (adj)",SE,51.681816,-0.862329,040000003584,Bledlow Ridge,adj
"Bledlow Ridge, Rout's Green (Opp)",NW,51.681991,-0.862802,040000003585,Bledlow Ridge,Opp
"Bledlow Ridge, Wigan's Lane (adj)",SE,51.684728,-0.86687,040000003586,Bledlow Ridge,adj
"Bledlow Ridge, Wigan's Lane (Opp)",NW,51.684656,-0.866916,040000003587,Bledlow Ridge,Opp
"Bradenham, Railway Bridge (Southbound)",S,51.652346,-0.799637,040000003590,Bradenham,Southbound
"West Wycombe, Pedestal (Northbound)",N,51.645166,-0.796532,040000003591,West Wycombe,Northbound
"Bradenham, Bradenham Road (Opp 37)",S,51.656502,-0.801537,040000003592,Bradenham,Opp 37
"Bradenham, Railway Bridge (Northbound)",N,51.652122,-0.799701,040000003593,Bradenham,Northbound
"Bradenham, The Red Lion PH (adj)",S,51.664913,-0.809904,040000003594,Bradenham,adj
"Bradenham, Bradenham Road (o/s 49)",N,51.656649,-0.801808,040000003595,Bradenham,o/s 49
"Saunderton, The Golden Cross PH (Opp)",S,51.674861,-0.822674,040000003596,Saunderton,Opp
"Bradenham, The Red Lion PH (Opp)",N,51.666259,-0.811358,040000003597,Bradenham,Opp
"Saunderton, Ministry Wharf (Opp)",S,51.679372,-0.826838,040000003598,Saunderton,Opp
"Saunderton, The Golden Cross PH (o/s)",N,51.675046,-0.823175,040000003599,Saunderton,o/s
"Saunderton, Haw Lane (Opp)",S,51.682528,-0.828651,040000003600,Saunderton,Opp
"Saunderton, Ministry Wharf (o/s)",N,51.679637,-0.827309,040000003601,Saunderton,o/s
"Saunderton Lee, Little Lane (adj)",S,51.688817,-0.831759,040000003602,Saunderton Lee,adj
"Saunderton, Haw Lane (adj)",N,51.68323,-0.828735,040000003603,Saunderton,adj
"Loosley Row, Foundry Lane (adj)",S,51.698182,-0.831344,040000003604,Loosley Row,adj
"Saunderton Lee, Little Lane (opp)",N,51.689433,-0.83222,040000003605,Saunderton Lee,opp
"Princes Risborough, Woodway (adj)",S,51.710257,-0.833956,040000003606,Princes Risborough,adj
"Loosley Row, Foundry Lane (Opp)",N,51.698802,-0.831313,040000003607,Loosley Row,Opp
"Princes Risborough, Poppy Road (opp)",S,51.717099,-0.836632,040000003608,Princes Risborough,opp
"Princes Risborough, Woodway (Opp)",N,51.71034,-0.834186,040000003609,Princes Risborough,Opp
"Princes Risborough, Bell Street (o/s 50)",SW,51.721515,-0.833117,040000003610,Princes Risborough,o/s 50
"Princes Risborough, Poppy Road (adj)",N,51.717669,-0.836994,040000003611,Princes Risborough,adj
"Princes Risborough, Market Square (o/s 74)",SE,51.724138,-0.83192,040000003612,Princes Risborough,o/s 74
"Princes Risborough, Bell Street (o/s 9)",NE,51.721685,-0.832982,040000003613,Princes Risborough,o/s 9
"Princes Risborough, The Avenue (adj)",SW,51.727984,-0.828042,040000003614,Princes Risborough,adj
"Monks Risborough, Peters Lane (adj)",S,51.731037,-0.82317,040000003616,Monks Risborough,adj
"Princes Risborough, The Avenue (Opp)",NE,51.7281,-0.827995,040000003617,Princes Risborough,Opp
"Monks Risborough, The Holloway (adj)",SW,51.734142,-0.81986,040000003618,Monks Risborough,adj
"Monks Risborough, Peters Lane (opp)",NE,51.731225,-0.823078,040000003619,Monks Risborough,opp
"Askett, Roundabout (Southbound)",SW,51.738298,-0.81645,040000003620,Askett,Southbound
"Monks Risborough, The Holloway (Opp)",NE,51.734688,-0.819585,040000003621,Monks Risborough,Opp
"Great Kimble, St Nicholas Church (Opp)",S,51.746108,-0.805353,040000003622,Great Kimble,Opp
"Askett, Roundabout (Northbound)",NE,51.739361,-0.814829,040000003623,Askett,Northbound
"Little Kimble, All Saints' Church (Adj)",S,51.749398,-0.804397,040000003624,Little Kimble,Adj
"Great Kimble, St Nicholas Church (adj)",N,51.74577,-0.805782,040000003625,Great Kimble,adj
"Little Kimble, Railway Station (Opp)",S,51.753015,-0.808184,040000003626,Little Kimble,Opp
"Little Kimble, All Saints' Church (Opp)",N,51.748689,-0.804517,040000003627,Little Kimble,Opp
"Little Kimble, Brookside Lane (adj)",SW,51.756491,-0.806948,040000003628,Little Kimble,adj
"Little Kimble, Railway Station (adj)",N,51.753025,-0.808314,040000003629,Little Kimble,adj
"Little Kimble, Brookside Lane (opp)",NE,51.756413,-0.807254,040000003631,Little Kimble,opp
"Little Kimble, Mill Turn (opp)",NE,51.759573,-0.798781,040000003633,Little Kimble,opp
"Little Kimble, Mill Turn (adj)",SW,51.759544,-0.798623,040000003686,Little Kimble,adj
"Ellesborough, The Retreat (opp)",W,51.751343,-0.800275,040000003688,Ellesborough,opp
"Ellesborough, The Retreat (Adj)",E,51.751413,-0.800128,040000003690,Ellesborough,Adj
"Ellesborough, The Church (Opp)",W,51.752623,-0.790013,040000003692,Ellesborough,Opp
"Ellesborough, The Church (adj)",E,51.75263,-0.790693,040000003694,Ellesborough,adj
"Ellesborough, Beacon's View (Westbound)",W,51.755156,-0.78457,040000003696,Ellesborough,Westbound
"Ellesborough, Beacon's View (o/s 4)",E,51.755244,-0.784408,040000003698,Ellesborough,o/s 4
"Chalkshire, Chalkshire Cottages (adj)",S,51.761184,-0.782278,040000003700,Chalkshire,adj
"Chalkshire, Chalkshire Cottages (opp)",N,51.761176,-0.782394,040000003702,Chalkshire,opp
"Butler's Cross, The Russell Arms PH (adj)",S,51.756024,-0.780664,040000003704,Butler's Cross,adj
"Butler's Cross, The Russell Arms PH (Opp)",N,51.756079,-0.780793,040000003705,Butler's Cross,Opp
"Terrick, North Lee Lane (adj)",N,51.770046,-0.788938,040000003719,Terrick,adj
"Terrick, North Lee Lane (Opp)",S,51.770314,-0.788772,040000003721,Terrick,Opp
"Terrick, Crossroads (Northbound)",NW,51.766589,-0.785857,040000003723,Terrick,Northbound
"Terrick, Crossroads (Southbound)",SE,51.766377,-0.78537,040000003725,Terrick,Southbound
"Terrick, Royal Mead (Opp)",N,51.764054,-0.783331,040000003727,Terrick,Opp
"Terrick, Royal Mead (Adj)",S,51.763962,-0.783174,040000003729,Terrick,Adj
"Terrick, Grove Farm (adj)",NE,51.762749,-0.790162,040000003731,Terrick,adj
"Terrick, Grove Farm (Opp)",SW,51.762388,-0.790925,040000003733,Terrick,Opp
"Princes Risborough, Princes Risborough School (in)",NE,51.719511,-0.827725,040000003932,Princes Risborough,in
"Aylesbury, Ambulance Station (Adj)",SE,51.795482,-0.803744,040000004601,Aylesbury,Adj
"Aylesbury, Ambulance Station (Opp)",NW,51.79601,-0.804368,040000004602,Aylesbury,Opp
"Stoke Mandeville, Ranch House (adj)",NW,51.791434,-0.800052,040000004603,Stoke Mandeville,adj
"Stoke Mandeville, Ranch House (opp)",SE,51.793241,-0.80173,040000004604,Stoke Mandeville,opp
"Stoke Mandeville, The Bell PH (adj)",NW,51.788435,-0.796884,040000004605,Stoke Mandeville,adj
"Stoke Mandeville, The Bell PH (Opp)",SE,51.788731,-0.796833,040000004606,Stoke Mandeville,Opp
"Stoke Mandeville, The Bull PH (Opp)",N,51.785625,-0.791203,040000004607,Stoke Mandeville,Opp
"Stoke Mandeville, The Bull PH (adj)",S,51.78527,-0.790734,040000004608,Stoke Mandeville,adj
"Stoke Mandeville, Stoke House (adj)",S,51.780555,-0.790469,040000004609,Stoke Mandeville,adj
"Stoke Mandeville, Stoke House (opp)",N,51.780854,-0.790635,040000004610,Stoke Mandeville,opp
"Aylesbury, Aylesbury Bus Stn (Bay 6)",,51.814702,-0.8131,040000004656,Aylesbury,Bay 6
"Aylesbury, Aylesbury College (adj)",SW,51.813479,-0.824564,040000004910,Aylesbury,adj
"Aylesbury, Railway Station (opp)",NE,51.814256,-0.815259,040000004912,Aylesbury,opp
"Aylesbury, Aylesbury College (Opp)",NE,51.814751,-0.823355,040000004917,Aylesbury,Opp
"Aylesbury, Stadium Approach (Adj)",SE,51.798932,-0.806089,040000004941,Aylesbury,Adj
"Aylesbury, Walton Street (SE-bound)",SE,51.812785,-0.80845,040000004971,Aylesbury,SE-bound
"Aylesbury, Walton Street (NW-bound)",NW,51.81217,-0.808104,040000004972,Aylesbury,NW-bound
"Aylesbury, Magistrates Court (o/s)",N,51.810485,-0.806915,040000004973,Aylesbury,o/s
"Aylesbury, Stoke Road (o/s 60)",NE,51.809136,-0.808576,040000004974,Aylesbury,o/s 60
"Aylesbury, Stoke Road (o/s 83)",SW,51.80893,-0.808726,040000004975,Aylesbury,o/s 83
"Aylesbury, The Plough & Harrow PH (Opp)",SW,51.810125,-0.805982,040000004976,Aylesbury,Opp
"Aylesbury, Mandeville Road (Opp 18)",N,51.806875,-0.80997,040000004977,Aylesbury,Opp 18
"Aylesbury, Mandeville Road (o/s 22)",S,51.80583,-0.809823,040000004978,Aylesbury,o/s 22
"Aylesbury, Harvey Road (adj)",SE,51.802304,-0.807914,040000004986,Aylesbury,adj
"Aylesbury, Harvey Road (Opp)",NW,51.802116,-0.808006,040000004987,Aylesbury,Opp
"Aylesbury, Stadium Approach (Opp)",NW,51.799603,-0.80668,040000004988,Aylesbury,Opp
"Stoke Mandeville, Fremantle Court (adj)",NW,51.774473,-0.789197,040000002562,Stoke Mandeville,adj
"Stoke Mandeville, Fremantle Court (opp)",SE,51.77409,-0.7887,040000002561,Stoke Mandeville,opp
"Aylesbury, Stoke Mandeville Hospital Main Gate (adj)",W,51.798085,-0.805082,040000002588,Aylesbury,adj
"West Wycombe, Chorley Road (o/s 134)",SE,51.65264,-0.817077,040000003566,West Wycombe,o/s 134
"West Wycombe, Chorley Road (opp 128)",NW,51.65235,-0.816825,040000003567,West Wycombe,opp 128
"Bledlow Ridge, Loxboro Hill (Southbound)",SE,51.657304,-0.827581,040000003568,Bledlow Ridge,Southbound
"Bledlow Ridge, Loxboro Hill (Northbound)",NW,51.657316,-0.827812,040000003569,Bledlow Ridge,Northbound
"Bledlow Ridge, Loxborough House (Opp)",SE,51.663117,-0.835239,040000003570,Bledlow Ridge,Opp
"Bledlow Ridge, Loxborough House (adj)",NW,51.663209,-0.835439,040000003571,Bledlow Ridge,adj
"Bledlow Ridge, Scrubb's Lane (adj)",SE,51.665933,-0.837206,040000003572,Bledlow Ridge,adj
"Bledlow Ridge, Scrubb's Lane (Opp)",NW,51.665934,-0.837264,040000003573,Bledlow Ridge,Opp
"Bledlow Ridge, The Old House (adj)",SE,51.667949,-0.840061,040000003574,Bledlow Ridge,adj
"Bledlow Ridge, The Old House (Opp)",NW,51.668218,-0.84095,040000003575,Bledlow Ridge,Opp
"Bledlow Ridge, Beechgrove Farm (Opp)",E,51.688341,-0.882664,040000003588,Bledlow Ridge,Opp
"Bledlow Ridge, Beechgrove Farm (adj)",W,51.68826,-0.882695,040000003589,Bledlow Ridge,adj
"West Wycombe, Cockshoot Farm (adj)",NW,51.648847,-0.811828,040000003871,West Wycombe,adj
"West Wycombe, Cockshoot Farm (Opp)",SE,51.649721,-0.812904,040000003879,West Wycombe,Opp
"Stokenchurch, Tower Farm (opp)",NW,51.661868,-0.915095,040000003915,Stokenchurch,opp
"Stokenchurch, Aston Hill (Westbound)",NW,51.667266,-0.923323,040000003917,Stokenchurch,Westbound
"Oxford City Centre, High Street (Stop L2)",W,51.75211,-1.25652,340000002I2,Oxford City Centre,Stop L2
"Sandhills, Thornhill Park and Ride (Stop E)",E,51.76311,-1.18064,340000009LRE,Sandhills,Stop E
"Sandhills, Thornhill Park and Ride (Stop F)",W,51.7624,-1.1833,340000009LRW,Sandhills,Stop F
"Aston Rowant, The Lambert Arms (o/s)",NW,51.67869,-0.95717,340000059OLA,Aston Rowant,o/s
"Aston Rowant, The Lambert Arms (opp)",SE,51.67736,-0.95457,340000059OPP,Aston Rowant,opp
"Milton Common, Common Cottage (opp)",E,51.72386,-1.04996,340000543EST,Milton Common,opp
"Milton Common, Common Cottage (o/s)",W,51.72397,-1.05147,340000543WST,Milton Common,o/s
"Postcombe, Salt Lane (adj)",NW,51.68992,-0.97391,340000618GC,Postcombe,adj
"Postcombe, Salt Lane (opp)",SE,51.69018,-0.97443,340000618OSL,Postcombe,opp
"Tetsworth, The Green (opp)",NW,51.71104,-1.00809,340000747GRN,Tetsworth,opp
"Tetsworth, The Green (o/s)",SE,51.71105,-1.00774,340000747SWA,Tetsworth,o/s
"St Clements, St Clements Street (Stop A)",E,51.75048,-1.24071,340001126YOR,St Clements,Stop A
"Risinghurst, A40 Risinghurst Turn (adj)",W,51.76244,-1.19218,340001293CNR,Risinghurst,adj
"Risinghurst, A40 Risinghurst Turn (opp)",E,51.76251,-1.19088,340001293OPP,Risinghurst,opp
"Chinnor, Chinnor Railway Station (E-bound)",E,51.69788,-0.90539,340001299CSE,Chinnor,E-bound
"Chinnor, Chinnor Railway Station (W-bound)",W,51.69771,-0.90531,340001299CSW,Chinnor,W-bound
"Chinnor, Red Kite Road (adj)",NE,51.69576,-0.90867,340001299OK2,Chinnor,adj
"Headington, Gladstone Road (opp)",E,51.76227,-1.20175,340001308OPP,Headington,opp
"Headington, Headington Shops (Stop HS6)",NE,51.76055,-1.20974,340001309OPP,Headington,Stop HS6
"Headington, Headington Shops (Stop HS2)",SW,51.75987,-1.21185,340001309OUT,Headington,Stop HS2
"Headington, Green Road Roundabout (W-bound)",W,51.76253,-1.19905,340001310ONR,Headington,W-bound
"Headington, Sandfield Road (adj)",NE,51.75862,-1.21616,340001311OPS,Headington,adj
"Headington, Sandfield Road (opp)",SW,51.75865,-1.21577,340001311OSS,Headington,opp
"Headington, Wharton Road (adj)",W,51.76135,-1.20646,340001312CNR,Headington,adj
"Headington, Wharton Road (opp)",E,51.76162,-1.20563,340001312OPP,Headington,opp
"Headington, Brookes University (Stop B5)",SW,51.75547,-1.2264,340001313ENT,Headington,Stop B5
"Headington, Brookes University (Stop B2)",NE,51.75593,-1.22501,340001313OPP,Headington,Stop B2
"St Clements, Glebe Street (adj)",SW,51.7509,-1.23857,340001317OPP,St Clements,adj
"Headington, Headington School (Stop B9)",SW,51.75663,-1.22235,340001319CNR,Headington,Stop B9
"Headington, Headington School (Stop B8)",NE,51.75712,-1.22092,340001319OPP,Headington,Stop B8
"St Clements, South Park (opp)",NE,51.7524,-1.23611,340001321HEA,St Clements,opp
"Great Milton, Fullers Field (adj)",E,51.72057,-1.08754,340001467FUL,Great Milton,adj
"Great Milton, Fullers Field (opp)",W,51.72046,-1.08749,340001467OPF,Great Milton,opp
"Chinnor, Cherry Tree Road (adj)",SW,51.7039,-0.91468,340001622CHT,Chinnor,adj
"Chinnor, Cherry Tree Road (opp)",NE,51.70393,-0.91497,340001622OCT,Chinnor,opp
"Chinnor, Hailey Croft (adj)",S,51.70165,-0.91882,340001623HCF,Chinnor,adj
"Chinnor, Hailey Croft (opp)",N,51.70133,-0.91896,340001623OHC,Chinnor,opp
"Chinnor, Cowleaze (adj)",NE,51.69877,-0.91779,340001624NTH,Chinnor,adj
"Chinnor, Cowleaze (opp)",SW,51.699,-0.91726,340001624STH,Chinnor,opp
"Chinnor, Estover Way (adj)",SW,51.70264,-0.9184,340001629CNR,Chinnor,adj
"Chinnor, Estover Way (opp)",NE,51.70273,-0.91846,340001629OPP,Chinnor,opp
"Wheatley, Ambrose Rise (adj)",NW,51.74629,-1.12828,340001686CAR,Wheatley,adj
"Wheatley, Ambrose Rise (opp)",SE,51.74602,-1.12711,340001686OAR,Wheatley,opp
"Wheatley, The Avenue (adj)",NW,51.74527,-1.12523,340001687CAV,Wheatley,adj
"Wheatley, The Avenue (opp)",SE,51.74496,-1.12387,340001687OAV,Wheatley,opp
"Great Milton, Chilworth Road (adj)",E,51.72063,-1.0858,340001689FF,Great Milton,adj
"Great Milton, Chilworth Road (opp)",W,51.72056,-1.08573,340001689OFF,Great Milton,opp
"Great Milton, Thame Road (o/s)",E,51.72067,-1.0827,340001690TRE,Great Milton,o/s
"Great Milton, Post Office (opp)",N,51.72237,-1.09021,340001691LEN,Great Milton,opp
"Great Milton, Post Office (o/s)",S,51.72185,-1.08977,340001691LES,Great Milton,o/s
"Wheatley, ASDA Store (adj)",NW,51.74256,-1.11744,340001693KA,Wheatley,adj
"Wheatley, The Plough (opp)",SE,51.74333,-1.11937,340001693OKA,Wheatley,opp
"Wheatley, Ashurst Court (o/s)",NW,51.74119,-1.11143,340001694ASH,Wheatley,o/s
"Wheatley, Ashurst Court (opp)",SE,51.7412,-1.11092,340001694OAS,Wheatley,opp
"Great Milton, The Bull (opp)",S,51.72039,-1.0894,340001697OPP,Great Milton,opp
"Great Milton, The Bull (nr)",N,51.72039,-1.08953,340001697OUT,Great Milton,nr
"Wheatley, Park Hill Roundabout (NW-bound)",NW,51.75022,-1.13905,340001699WST,Wheatley,NW-bound
"Wheatley, Holton Turn (just after)",SE,51.75184,-1.13863,340001700WT,Wheatley,just after
"Forest Hill, Forest Hill Turn (adj)",SE,51.76138,-1.16109,340001701EST,Forest Hill,adj
"Forest Hill, Forest Hill Turn (opp)",NW,51.76164,-1.16284,340001701WST,Forest Hill,opp
"Chinnor, Meadow Road (adj)",NW,51.69944,-0.90657,340001705CNB,Chinnor,adj
"Chinnor, Meadow Road (opp)",SE,51.6992,-0.90601,340001705CSB,Chinnor,opp
"Waterstock, Five Elms Farm (o/s)",E,51.7385,-1.0889,340001715OPP,Waterstock,o/s
"Waterstock, Five Elms Farm (opp)",W,51.73848,-1.08964,340001715OUT,Waterstock,opp
"Waterstock, Waterstock Turn (S-bound)",S,51.73788,-1.08176,340001716LON,Waterstock,S-bound
"Waterstock, Waterstock Turn (opp)",W,51.73838,-1.0823,340001716OPP,Waterstock,opp
"Camp Corner, Sandy Lane (adj)",SE,51.72774,-1.06304,340001719EST,Camp Corner,adj
"Camp Corner, Sandy Lane (opp)",NW,51.72774,-1.06332,340001719WST,Camp Corner,opp
"Oxford City Centre, Queens Lane (Stop J2)",W,51.75264,-1.25138,340001992J2,Oxford City Centre,Stop J2
"Chinnor Hill, Chinnor Hill (S-bound)",S,51.6897,-0.90089,340003238CNR,Chinnor Hill,S-bound
"Chinnor Hill, Chinnor Hill (SW-bound)",SW,51.68937,-0.90091,340003238OPP,Chinnor Hill,SW-bound
"Chinnor Hill, Red Lane (NW-bound)",NW,51.69009,-0.89368,340003239OPP,Chinnor Hill,NW-bound
"Chinnor Hill, Red Lane (SE-bound)",SE,51.69004,-0.89356,340003239OUT,Chinnor Hill,SE-bound
"Chinnor, The Wheatsheaf (opp)",NW,51.69755,-0.91722,340003240OPP,Chinnor,opp
"Chinnor, The Wheatsheaf (o/s)",SE,51.69764,-0.91721,340003240OUT,Chinnor,o/s
"Waterstock, Motorway Service Area (entrance)",N,51.73947,-1.09701,340003241TRN,Waterstock,entrance
"Tetsworth, Oak Farm Close (adj)",NW,51.70737,-1.00317,340003258CNR,Tetsworth,adj
"Tetsworth, Oak Farm Close (opp)",SE,51.70762,-1.00341,340003258OPP,Tetsworth,opp
"Aston Rowant, Aston Hill Bottom (NW-bound)",NW,51.67591,-0.95217,340003260NW,Aston Rowant,NW-bound
"Great Milton, Potts Close (adj)",NW,51.72375,-1.09254,340003282CNR,Great Milton,adj
"Great Milton, Potts Close (opp)",SE,51.72382,-1.09241,340003282OPP,Great Milton,opp
"Wheatley, The Glebe (adj)",NW,51.74826,-1.13541,340002013GNW,Wheatley,adj
"Wheatley, The Glebe (opp)",SE,51.74833,-1.13519,340002013GSE,Wheatley,opp
"Oxford City Centre, High Street (Stop T1)",E,51.75233,-1.25556,340002074T1,Oxford City Centre,Stop T1
"High Wycombe, High Wycombe BusStn (Bay 9)",,51.631315,-0.7565,040000002959,High Wycombe,Bay 9
"High Wycombe, Morrisons (adj)",N,51.634034,-0.752539,040000003025,High Wycombe,adj
"High Wycombe, Telford Way (Opp 2)",N,51.638473,-0.757316,040000003281,High Wycombe,Opp 2
"High Wycombe, Brunel Road (o/s 14)",S,51.63833,-0.760022,040000003283,High Wycombe,o/s 14
"Downley, Hithercroft Road (o/s 9)",E,51.644688,-0.771223,040000003280,Downley,o/s 9
"Downley, Tinkers Wood Road (o/s 70)",SW,51.642716,-0.769224,040000003278,Downley,o/s 70
"High Wycombe, Brunel Road (o/s 15)",N,51.638683,-0.760258,040000003270,High Wycombe,o/s 15
"High Wycombe, Telford Way Spur (Opp)",E,51.639464,-0.759225,040000003268,High Wycombe,Opp
"High Wycombe, Telford Way (o/s 26)",S,51.638998,-0.756868,040000003266,High Wycombe,o/s 26
"High Wycombe, Temple End (Southbound)",S,51.63314,-0.752202,040000003026,High Wycombe,Southbound
"High Wycombe, Frogmoor (Stop M)",S,51.631734,-0.752746,040000003056,High Wycombe,Stop M
"High Wycombe, Marlow Hill Schools (Stop 2)",W,51.618114,-0.763159,040000003417,High Wycombe,Stop 2
"High Wycombe, Whincup Close (Opp)",SW,51.617789,-0.765594,040000003419,High Wycombe,Opp
"High Wycombe, Rupert Avenue (adj)",NW,51.617803,-0.766966,040000003396,High Wycombe,adj
"High Wycombe, Bowerdean Crossroads (o/s 140)",N,51.631064,-0.735499,040000003171,High Wycombe,o/s 140
"High Wycombe, Acorn Close (Opp)",N,51.633468,-0.734912,040000003173,High Wycombe,Opp
"High Wycombe, The Happy Wanderer PH (adj)",N,51.636155,-0.733956,040000003175,High Wycombe,adj
"High Wycombe, Mayhew Crescent (adj)",N,51.63782,-0.734979,040000003177,High Wycombe,adj
"High Wycombe, Sheraton Drive (adj)",N,51.639956,-0.735353,040000003179,High Wycombe,adj
"High Wycombe, Windsor Drive (adj)",N,51.641404,-0.734633,040000003941,High Wycombe,adj
"High Wycombe, Windsor Drive (Opp)",S,51.641385,-0.734489,040000003942,High Wycombe,Opp
"High Wycombe, Sheraton Drive (opp)",S,51.64066,-0.734798,040000003178,High Wycombe,opp
"High Wycombe, Mayhew Crescent (Opp)",S,51.638605,-0.735231,040000003180,High Wycombe,Opp
"High Wycombe, The Happy Wanderer PH (opp)",S,51.635389,-0.733775,040000003182,High Wycombe,opp
"High Wycombe, Acorn Close (Adj)",S,51.633866,-0.734352,040000003184,High Wycombe,Adj
"High Wycombe, Rupert Avenue (opp)",SE,51.617828,-0.766792,040000003421,High Wycombe,opp
"Booker, Asda (o/s)",W,51.612204,-0.78013,040000003384,Booker,o/s
"Booker, Alford Road (Opp)",W,51.612806,-0.786209,040000003382,Booker,Opp
"Booker, Holmers Court (adj)",NW,51.613717,-0.791702,040000003378,Booker,adj
"Booker, Lansdell Avenue (adj)",NE,51.615371,-0.788119,040000003374,Booker,adj
"Booker, Turnpike Corner West (o/s 210)",E,51.616465,-0.783497,040000003372,Booker,o/s 210
"Booker, Turnpike Corner (o/s 246)",N,51.617001,-0.783223,040000003370,Booker,o/s 246
"High Wycombe, Squirrel Lane (adj)",N,51.620945,-0.784547,040000003368,High Wycombe,adj
"High Wycombe, Edmunds Close (Opp)",W,51.622879,-0.785536,040000003366,High Wycombe,Opp
"High Wycombe, Field Road (adj)",N,51.625114,-0.787715,040000003364,High Wycombe,adj
"High Wycombe, Mentmore Road (adj)",N,51.627416,-0.787011,040000003948,High Wycombe,adj
"High Wycombe, Roundwood Road (adj)",E,51.628318,-0.785405,040000003362,High Wycombe,adj
"High Wycombe, New Road (o/s 52)",N,51.62915,-0.784978,040000003360,High Wycombe,o/s 52
"Sands, The Hour Glass PH (Adj Tesco)",NE,51.633291,-0.783697,040000003350,Sands,Adj Tesco
"Sands, Dashwood Avenue (o/s 198)",E,51.63449,-0.780559,040000003348,Sands,o/s 198
"High Wycombe, Prestwood Close (adj)",E,51.634106,-0.776451,040000003346,High Wycombe,adj
"High Wycombe, The Half Moon PH (Opp)",E,51.633588,-0.771696,040000003344,High Wycombe,Opp
"High Wycombe, Oakridge Road (Opp 3)",E,51.633263,-0.768122,040000003342,High Wycombe,Opp 3
"High Wycombe, Green Street (o/s 23)",SE,51.632273,-0.765418,040000003340,High Wycombe,o/s 23
